index,unit1_rgb,unit1_beam
1,../scenario23_dev/unit1/camera_data/image_BS1_1_16_58_42.jpg,22
2,../scenario23_dev/unit1/camera_data/image_BS1_2_16_58_42.jpg,22
3,../scenario23_dev/unit1/camera_data/image_BS1_3_16_58_42.jpg,22
4,../scenario23_dev/unit1/camera_data/image_BS1_4_16_58_42.jpg,22
5,../scenario23_dev/unit1/camera_data/image_BS1_5_16_58_42.jpg,20
6,../scenario23_dev/unit1/camera_data/image_BS1_6_16_58_42.jpg,20
7,../scenario23_dev/unit1/camera_data/image_BS1_7_16_58_42.jpg,20
8,../scenario23_dev/unit1/camera_data/image_BS1_8_16_58_43.jpg,20
9,../scenario23_dev/unit1/camera_data/image_BS1_9_16_58_43.jpg,20
10,../scenario23_dev/unit1/camera_data/image_BS1_10_16_58_43.jpg,20
11,../scenario23_dev/unit1/camera_data/image_BS1_11_16_58_43.jpg,20
12,../scenario23_dev/unit1/camera_data/image_BS1_12_16_58_43.jpg,20
13,../scenario23_dev/unit1/camera_data/image_BS1_13_16_58_43.jpg,20
14,../scenario23_dev/unit1/camera_data/image_BS1_14_16_58_43.jpg,20
15,../scenario23_dev/unit1/camera_data/image_BS1_15_16_58_43.jpg,20
16,../scenario23_dev/unit1/camera_data/image_BS1_16_16_58_44.jpg,20
17,../scenario23_dev/unit1/camera_data/image_BS1_17_16_58_44.jpg,20
18,../scenario23_dev/unit1/camera_data/image_BS1_18_16_58_44.jpg,20
19,../scenario23_dev/unit1/camera_data/image_BS1_19_16_58_44.jpg,20
20,../scenario23_dev/unit1/camera_data/image_BS1_20_16_58_44.jpg,20
21,../scenario23_dev/unit1/camera_data/image_BS1_21_16_58_44.jpg,20
22,../scenario23_dev/unit1/camera_data/image_BS1_22_16_58_44.jpg,20
23,../scenario23_dev/unit1/camera_data/image_BS1_23_16_58_45.jpg,20
24,../scenario23_dev/unit1/camera_data/image_BS1_24_16_58_45.jpg,20
25,../scenario23_dev/unit1/camera_data/image_BS1_25_16_58_45.jpg,20
26,../scenario23_dev/unit1/camera_data/image_BS1_26_16_58_45.jpg,20
27,../scenario23_dev/unit1/camera_data/image_BS1_27_16_58_45.jpg,20
28,../scenario23_dev/unit1/camera_data/image_BS1_28_16_58_45.jpg,20
29,../scenario23_dev/unit1/camera_data/image_BS1_29_16_58_45.jpg,19
30,../scenario23_dev/unit1/camera_data/image_BS1_30_16_58_45.jpg,19
31,../scenario23_dev/unit1/camera_data/image_BS1_31_16_58_46.jpg,19
32,../scenario23_dev/unit1/camera_data/image_BS1_32_16_58_46.jpg,19
33,../scenario23_dev/unit1/camera_data/image_BS1_33_16_58_46.jpg,19
34,../scenario23_dev/unit1/camera_data/image_BS1_34_16_58_46.jpg,19
35,../scenario23_dev/unit1/camera_data/image_BS1_35_16_58_46.jpg,19
36,../scenario23_dev/unit1/camera_data/image_BS1_36_16_58_46.jpg,19
37,../scenario23_dev/unit1/camera_data/image_BS1_37_16_58_46.jpg,19
38,../scenario23_dev/unit1/camera_data/image_BS1_38_16_58_46.jpg,19
39,../scenario23_dev/unit1/camera_data/image_BS1_39_16_58_47.jpg,19
40,../scenario23_dev/unit1/camera_data/image_BS1_40_16_58_47.jpg,19
41,../scenario23_dev/unit1/camera_data/image_BS1_41_16_58_47.jpg,19
42,../scenario23_dev/unit1/camera_data/image_BS1_42_16_58_47.jpg,19
